test_id,source_group,kind,default_stage,applicability_decision,reason,status,evidence_path
HIPAA-039,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-040,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-041,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-042,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-043,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-044,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-045,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-046,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-047,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-048,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-049,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-050,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-051,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-052,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-053,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-054,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-055,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-056,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-057,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-058,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-059,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-060,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-061,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-062,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-063,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-064,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-065,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-066,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-067,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-068,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-069,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-070,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-071,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-072,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-073,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-074,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-075,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-076,HIPAA,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-077,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-078,HIPAA,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-079,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-080,HIPAA,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-081,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-082,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-083,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-084,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-085,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-086,HIPAA,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-087,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-088,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-089,HIPAA,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-090,HIPAA,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-091,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-092,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-093,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-094,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-095,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-096,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-097,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-098,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-099,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-100,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-101,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-102,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-103,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-104,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-105,HIPAA,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-106,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-107,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-108,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-109,HIPAA,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-110,HIPAA,atomic-security,04-BUILD-ARTIFACT-DEPLOYMENT,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-111,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-112,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-113,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-114,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-115,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-116,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-117,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-118,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-119,HIPAA,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-120,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-121,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-122,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-123,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-124,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
HIPAA-125,HIPAA,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,Project VECTOR is not designed to process regulated clinical PHI; V-003 must verify scope before final accounting.,PENDING,
BC-001,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-002,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-003,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-004,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-005,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-006,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-007,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-008,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-009,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-010,Blockchain,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-011,Blockchain,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-012,Blockchain,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-013,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-014,Blockchain,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-015,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-016,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-017,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-018,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-019,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-020,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-021,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-022,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-023,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-024,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-025,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-026,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-027,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-028,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-029,Blockchain,atomic-security,11-FORMAL-PROPERTY-REGRESSION,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-030,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-031,Blockchain,atomic-security,19-EXTERNAL-HUMAN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-032,Blockchain,atomic-security,19-EXTERNAL-HUMAN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-033,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-034,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-035,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-036,Blockchain,atomic-security,19-EXTERNAL-HUMAN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-037,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-038,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-039,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-040,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-041,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-042,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-043,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-044,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-045,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-046,Blockchain,atomic-security,03-STATIC-DESIGN-SUPPLY-CHAIN,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
